date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:43:16	13736/13736	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202017%2011:17:37%20GMT	http://crownstack.com/wp-content/uploads/2015/05/uberlogo-300x300.png	/home/tits/websites/mobile%20random%20ang/crownstack.com/wp-content/uploads/2015/05/uberlogo-300x300.png	(from http://crownstack.com/)
23:43:17	20359/20359	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202017%2011:17:37%20GMT	http://crownstack.com/wp-content/uploads/2015/05/uberlogo.png	/home/tits/websites/mobile%20random%20ang/crownstack.com/wp-content/uploads/2015/05/uberlogo.png	(from http://crownstack.com/)
23:43:18	68568/68568	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Mar%202017%2010:48:14%20GMT	http://crownstack.com/wp-content/uploads/2015/05/image1-e1489056494855.jpg	/home/tits/websites/mobile%20random%20ang/crownstack.com/wp-content/uploads/2015/05/image1-e1489056494855.jpg	(from http://crownstack.com/)
23:43:20	256228/256228	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Mar%202017%2011:10:39%20GMT	http://crownstack.com/wp-content/uploads/2015/05/webtechnology-700.png	/home/tits/websites/mobile%20random%20ang/crownstack.com/wp-content/uploads/2015/05/webtechnology-700.png	(from http://crownstack.com/)
23:43:21	109960/109960	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Mar%202017%2011:07:57%20GMT	http://crownstack.com/wp-content/uploads/2015/05/uiux2.png	/home/tits/websites/mobile%20random%20ang/crownstack.com/wp-content/uploads/2015/05/uiux2.png	(from http://crownstack.com/)
23:43:21	14092/14092	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2009%20Dec%202017%2010:27:57%20GMT	http://crownstack.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.9.2	/home/tits/websites/mobile%20random%20ang/crownstack.com/wp-content/plugins/contact-form-7/includes/js/scripts20fd.js	(from http://crownstack.com/)
23:43:22	0/0	---M--	302	error ('Moved%20Temporarily')	application/octet-stream	etag:%225a3880be-0%22	http://v2.zopim.com/?4dkznAQrz2ZQFTYCSnyPlzQ7bnIfeNxN	/home/tits/websites/mobile%20random%20ang/v2.zopim.com/index0fb3.html	(from http://crownstack.com/)
23:43:23	1115/1115	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2015%20Mar%202017%2010:40:53%20GMT	http://crownstack.com/wp-content/plugins/revue/revue.js?ver=1.1.0	/home/tits/websites/mobile%20random%20ang/crownstack.com/wp-content/plugins/revue/revuef488.js	(from http://crownstack.com/)
23:43:24	570847/570847	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Dec%202017%2013:19:41%20GMT	http://crownstack.com/wp-content/uploads/fusion-scripts/f85b021eb75ad0f07bd04c0c4d57fccd.js?timestamp=1513689581	/home/tits/websites/mobile%20random%20ang/crownstack.com/wp-content/uploads/fusion-scripts/f85b021eb75ad0f07bd04c0c4d57fccd75a5.js	(from http://crownstack.com/)
23:43:24	1398/1398	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2004%20Mar%202017%2021:52:38%20GMT	http://crownstack.com/wp-includes/js/wp-embed.min.js?ver=4.9.1	/home/tits/websites/mobile%20random%20ang/crownstack.com/wp-includes/js/wp-embed.min5859.js	(from http://crownstack.com/)
